VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water resources,External renewable water resources,Surface water: total external renewable,Guinea,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Guinea,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Guinea-Bissau,2019,15.4,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Guinea-Bissau,2020,15.4,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Guinea-Bissau,2021,15.4,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Guyana,2019,30,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Guyana,2020,30,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Guyana,2021,30,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Haiti,2019,1.015,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Haiti,2020,1.015,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Haiti,2021,1.015,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Holy See,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Holy See,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Holy See,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Honduras,2019,1.504,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Honduras,2020,1.504,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Honduras,2021,1.504,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Hungary,2019,98,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Hungary,2020,98,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Hungary,2021,98,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Iceland,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Iceland,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Iceland,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,India,2019,464.9,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,India,2020,464.9,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,India,2021,464.9,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Indonesia,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Indonesia,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Indonesia,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Iran (Islamic Republic of),2019,8.545,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Iran (Islamic Republic of),2020,8.545,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Iran (Islamic Republic of),2021,8.545,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Iraq,2019,54.58,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Iraq,2020,54.58,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Iraq,2021,54.58,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Ireland,2019,3,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Ireland,2020,3,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Ireland,2021,3,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Israel,2019,0.305,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Israel,2020,0.305,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Israel,2021,0.305,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Italy,2019,8.8,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Italy,2020,8.8,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Italy,2021,8.8,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Jamaica,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Jamaica,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Jamaica,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Japan,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Japan,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Japan,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Jordan,2019,0.165,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Jordan,2020,0.165,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Jordan,2021,0.165,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Kazakhstan,2019,44.06,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Kazakhstan,2020,44.06,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Kazakhstan,2021,44.06,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Kenya,2019,10,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Kenya,2020,10,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Kenya,2021,10,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Kiribati,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Kiribati,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Kiribati,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Kuwait,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Kuwait,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Kuwait,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Kyrgyzstan,2019,-25.312,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Kyrgyzstan,2020,-25.312,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Kyrgyzstan,2021,-25.312,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Lao People's Democratic Republic,2019,143.1,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Lao People's Democratic Republic,2020,143.1,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Lao People's Democratic Republic,2021,143.1,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Latvia,2019,18,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Latvia,2020,18,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Latvia,2021,18,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Lebanon,2019,-0.297,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Lebanon,2020,-0.297,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Lebanon,2021,-0.297,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Lesotho,2019,-2.208,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Lesotho,2020,-2.208,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Lesotho,2021,-2.208,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Liberia,2019,32,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Liberia,2020,32,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Liberia,2021,32,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Libya,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Libya,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Libya,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Liechtenstein,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Liechtenstein,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Liechtenstein,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Lithuania,2019,9.04,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Lithuania,2020,9.04,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Lithuania,2021,9.04,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Luxembourg,2019,2.5,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Luxembourg,2020,2.5,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Luxembourg,2021,2.5,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Madagascar,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Madagascar,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Madagascar,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Malawi,2019,1.14,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Malawi,2020,1.14,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Malawi,2021,1.14,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Malaysia,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Malaysia,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Malaysia,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Maldives,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Maldives,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Maldives,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Mali,2019,60,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Mali,2020,60,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Mali,2021,60,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Malta,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Malta,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Malta,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Marshall Islands,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Marshall Islands,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Marshall Islands,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Mauritania,2019,11,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Mauritania,2020,11,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Mauritania,2021,11,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Mauritius,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Mauritius,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Mauritius,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Mexico,2019,52.888,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Mexico,2020,52.888,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Mexico,2021,52.888,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Micronesia (Federated States of),2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Micronesia (Federated States of),2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Micronesia (Federated States of),2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Mongolia,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Mongolia,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Mongolia,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Morocco,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Morocco,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Morocco,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Mozambique,2019,116.8,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Mozambique,2020,116.8,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Mozambique,2021,116.8,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Myanmar,2019,165,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Myanmar,2020,165,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Myanmar,2021,165,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Namibia,2019,33.75,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Namibia,2020,33.75,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Namibia,2021,33.75,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Nauru,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Nauru,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Nauru,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Nepal,2019,12,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Nepal,2020,12,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Nepal,2021,12,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Netherlands (Kingdom of the),2019,80,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Netherlands (Kingdom of the),2020,80,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Netherlands (Kingdom of the),2021,80,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,New Zealand,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,New Zealand,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,New Zealand,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Nicaragua,2019,8.31,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Nicaragua,2020,8.31,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Nicaragua,2021,8.31,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Niger,2019,30.55,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Niger,2020,30.55,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Niger,2021,30.55,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Nigeria,2019,65.2,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Nigeria,2020,65.2,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Nigeria,2021,65.2,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Niue,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Niue,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Niue,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,North Macedonia,2019,1,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,North Macedonia,2020,1,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,North Macedonia,2021,1,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Norway,2019,11,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Norway,2020,11,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Norway,2021,11,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Oman,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Oman,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Oman,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Pakistan,2019,191.8,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Pakistan,2020,191.8,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Pakistan,2021,191.8,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Palau,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Palau,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Palau,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Palestine,2019,0.015,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Palestine,2020,0.015,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Palestine,2021,0.015,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Panama,2019,2.704,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Panama,2020,2.704,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Panama,2021,2.704,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Papua New Guinea,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Papua New Guinea,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Papua New Guinea,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Paraguay,2019,270.77,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Paraguay,2020,270.77,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Paraguay,2021,270.77,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Peru,2019,238.8,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Peru,2020,238.8,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Peru,2021,238.8,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Philippines,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Philippines,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Philippines,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Poland,2019,6.9,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Poland,2020,6.9,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Poland,2021,6.9,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Portugal,2019,39.4,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Portugal,2020,39.4,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Portugal,2021,39.4,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Puerto Rico,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Puerto Rico,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Puerto Rico,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Qatar,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Qatar,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Qatar,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Republic of Korea,2019,4.85,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Republic of Korea,2020,4.85,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Republic of Korea,2021,4.85,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Republic of Moldova,2019,10.65,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Republic of Moldova,2020,10.65,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Republic of Moldova,2021,10.65,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Romania,2019,169.55,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Romania,2020,169.55,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Romania,2021,169.55,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Russian Federation,2019,213.445,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Russian Federation,2020,213.445,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Russian Federation,2021,213.445,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Rwanda,2019,3.8,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Rwanda,2020,3.8,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Rwanda,2021,3.8,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Saint Kitts and Nevis,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Saint Kitts and Nevis,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Saint Kitts and Nevis,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Saint Lucia,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Saint Lucia,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Saint Lucia,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Saint Vincent and the Grenadines,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Saint Vincent and the Grenadines,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Saint Vincent and the Grenadines,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Samoa,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Samoa,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Samoa,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Sao Tome and Principe,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Sao Tome and Principe,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Sao Tome and Principe,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Saudi Arabia,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Saudi Arabia,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Saudi Arabia,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Senegal,2019,13.17,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Senegal,2020,13.17,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Senegal,2021,13.17,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Seychelles,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Seychelles,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Seychelles,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Sierra Leone,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Sierra Leone,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Sierra Leone,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Singapore,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Singapore,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Singapore,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Slovakia,2019,37.5,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Slovakia,2020,37.5,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Slovakia,2021,37.5,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Slovenia,2019,13.2,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Slovenia,2020,13.2,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Slovenia,2021,13.2,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Solomon Islands,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Solomon Islands,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Solomon Islands,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Somalia,2019,8.7,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Somalia,2020,8.7,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Somalia,2021,8.7,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,South Africa,2019,6.55,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,South Africa,2020,6.55,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,South Africa,2021,6.55,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,South Sudan,2019,23.5,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,South Sudan,2020,23.5,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,South Sudan,2021,23.5,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Spain,2019,0.3,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Spain,2020,0.3,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Spain,2021,0.3,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Sri Lanka,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Sri Lanka,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Sri Lanka,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Sudan,2019,33.8,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: total external renewable,Sudan,2020,33.8,10^9 m3/year,I,False
