# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database 
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2025-03-23 17:34:41 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08109900 Somerville Lk nr Somerville, TX
# -----------------------------------------------------------------------------------
#
# Data provided for site 08109900
#            TS   parameter     statistic     Description
#        135358       62614     00001     Lake or reservoir water surface elevation above NGVD 1929, feet (Maximum)
#        135359       62614     00002     Lake or reservoir water surface elevation above NGVD 1929, feet (Minimum)
#        135360       62614     00003     Lake or reservoir water surface elevation above NGVD 1929, feet (Mean)
#        135361       62614     32400     Lake or reservoir water surface elevation above NGVD 1929, feet (Observation at midnight)
#        135362       00054     00001     Reservoir storage, acre-feet (Maximum)
#        135363       00054     00002     Reservoir storage, acre-feet (Minimum)
#        135364       00054     00003     Reservoir storage, acre-feet (Mean)
#        135365       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	135358_62614_00001	135358_62614_00001_cd	135359_62614_00002	135359_62614_00002_cd	135360_62614_00003	135360_62614_00003_cd	135361_62614_32400	135361_62614_32400_cd	135362_00054_00001	135362_00054_00001_cd	135363_00054_00002	135363_00054_00002_cd	135364_00054_00003	135364_00054_00003_cd	135365_00054_32400	135365_00054_32400_cd
USGS	08109900	2000-09-01							233.04	A							105200	A
USGS	08109900	2000-09-02							233.05	A							105200	A
USGS	08109900	2000-09-03							233.02	A							104900	A
USGS	08109900	2000-09-04							233.01	A							104900	A
USGS	08109900	2000-09-05							232.95	A							104400	A
USGS	08109900	2000-09-06							232.92	A							104100	A
USGS	08109900	2000-09-07							232.89	A							103800	A
USGS	08109900	2000-09-08							232.87	A							103600	A
USGS	08109900	2000-09-09							232.86	A							103500	A
USGS	08109900	2000-09-10							232.85	A							103500	A
USGS	08109900	2000-09-11							232.83	A							103300	A
USGS	08109900	2000-09-12							232.80	A							103000	A
USGS	08109900	2000-09-13							232.85	A							103500	A
USGS	08109900	2000-09-14							232.86	A							103500	A
USGS	08109900	2000-09-15							232.85	A							103500	A
USGS	08109900	2000-09-16							232.83	A							103300	A
USGS	08109900	2000-09-17							232.81	A							103100	A
USGS	08109900	2000-09-18							232.80	A							103000	A
USGS	08109900	2000-09-19							232.78	A							102800	A
USGS	08109900	2000-09-20							232.76	A							102600	A
USGS	08109900	2000-09-21							232.76	A							102600	A
USGS	08109900	2000-09-22							232.78	A							102800	A
USGS	08109900	2000-09-23							232.76	A							102600	A
USGS	08109900	2000-09-24							232.78	A							102800	A
USGS	08109900	2000-09-25							232.75	A							102600	A
USGS	08109900	2000-09-26							232.72	A							102300	A
USGS	08109900	2000-09-27							232.70	A							102100	A
USGS	08109900	2000-09-28							232.69	A							102000	A
USGS	08109900	2000-09-29							232.68	A							101900	A
USGS	08109900	2000-09-30							232.67	A							101800	A
USGS	08109900	2000-10-01	232.67	A	232.66	A	232.67	A	232.66	A	101800	A	101800	A	101800	A	101800	A
USGS	08109900	2000-10-02	232.66	A	232.65	A	232.66	A	232.65	A	101800	A	101700	A	101700	A	101700	A
USGS	08109900	2000-10-03	232.66	A	232.63	A	232.65	A	232.63	A	101800	A	101500	A	101600	A	101500	A
USGS	08109900	2000-10-04	232.63	A	232.62	A	232.63	A	232.62	A	101500	A	101400	A	101500	A	101400	A
USGS	08109900	2000-10-05	232.63	A	232.62	A	232.62	A	232.62	A	101500	A	101400	A	101400	A	101400	A
USGS	08109900	2000-10-06	232.66	A	232.62	A	232.64	A	232.66	A	101800	A	101400	A	101600	A	101800	A
USGS	08109900	2000-10-07	232.66	A	232.63	A	232.64	A	232.66	A	101800	A	101500	A	101600	A	101800	A
USGS	08109900	2000-10-08	232.67	A	232.66	A	232.66	A	232.67	A	101800	A	101800	A	101800	A	101800	A
USGS	08109900	2000-10-09	232.67	A	232.66	A	232.66	A	232.66	A	101800	A	101800	A	101800	A	101800	A
USGS	08109900	2000-10-10	232.66	A	232.64	A	232.65	A	232.64	A	101800	A	101600	A	101700	A	101600	A
USGS	08109900	2000-10-11	232.65	A	232.64	A	232.65	A	232.65	A	101700	A	101600	A	101700	A	101700	A
USGS	08109900	2000-10-12	232.65	A	232.64	A	232.65	A	232.64	A	101700	A	101600	A	101600	A	101600	A
USGS	08109900	2000-10-13	232.65	A	232.64	A	232.64	A	232.64	A	101700	A	101600	A	101600	A	101600	A
USGS	08109900	2000-10-14	232.65	A	232.64	A	232.65	A	232.65	A	101700	A	101600	A	101700	A	101700	A
USGS	08109900	2000-10-15	232.69	A	232.65	A	232.66	A	232.69	A	102000	A	101700	A	101800	A	102000	A
USGS	08109900	2000-10-16	232.74	A	232.66	A	232.68	A	232.74	A	102500	A	101800	A	101900	A	102500	A
USGS	08109900	2000-10-17	232.81	A	232.74	A	232.79	A	232.81	A	103100	A	102500	A	102900	A	103100	A
USGS	08109900	2000-10-18	232.85	A	232.81	A	232.83	A	232.83	A	103500	A	103100	A	103300	A	103300	A
USGS	08109900	2000-10-19	232.83	A	232.83	A	232.83	A	232.83	A	103300	A	103300	A	103300	A	103300	A
USGS	08109900	2000-10-20	232.90	A	232.83	A	232.85	A	232.85	A	103900	A	103300	A	103400	A	103500	A
USGS	08109900	2000-10-21	232.85	A	232.84	A	232.84	A	232.85	A	103500	A	103400	A	103400	A	103500	A
USGS	08109900	2000-10-22	232.86	A	232.85	A	232.85	A	232.86	A	103500	A	103500	A	103500	A	103500	A
USGS	08109900	2000-10-23	232.91	A	232.86	A	232.88	A	232.91	A	104000	A	103500	A	103700	A	104000	A
USGS	08109900	2000-10-24	232.91	A	232.91	A	232.91	A	232.91	A	104000	A	104000	A	104000	A	104000	A
USGS	08109900	2000-10-25	232.92	A	232.89	A	232.91	A	232.90	A	104100	A	103800	A	104000	A	103900	A
USGS	08109900	2000-10-26	232.92	A	232.90	A	232.91	A	232.92	A	104100	A	103900	A	104000	A	104100	A
USGS	08109900	2000-10-27	232.95	A	232.92	A	232.93	A	232.94	A	104300	A	104100	A	104200	A	104300	A
USGS	08109900	2000-10-28	233.03	A	232.94	A	232.97	A	232.97	A	105100	A	104300	A	104500	A	104500	A
USGS	08109900	2000-10-29	233.07	A	232.96	A	233.00	A	232.98	A	105400	A	104400	A	104800	A	104600	A
USGS	08109900	2000-10-30	233.03	A	232.96	A	232.99	A	232.99	A	105100	A	104400	A	104700	A	104700	A
USGS	08109900	2000-10-31	233.03	A	232.97	A	232.99	A	232.97	A	105100	A	104500	A	104700	A	104500	A
USGS	08109900	2000-11-01	233.06	A	232.97	A	233.00	A	233.00	A	105300	A	104500	A	104800	A	104800	A
USGS	08109900	2000-11-02	233.11	A	233.00	A	233.04	A	233.08	A	105800	A	104800	A	105100	A	105500	A
USGS	08109900	2000-11-03	233.48	A	233.06	A	233.21	A	233.48	A	109200	A	105300	A	106700	A	109200	A
USGS	08109900	2000-11-04	233.77	A	233.48	A	233.65	A	233.77	A	111800	A	109200	A	110700	A	111800	A
USGS	08109900	2000-11-05	234.35	A	233.77	A	233.88	A	234.03	A	117300	A	111800	A	112900	A	114300	A
USGS	08109900	2000-11-06	234.29	A	234.01	A	234.19	A	234.28	A	116700	A	114100	A	115700	A	116600	A
USGS	08109900	2000-11-07	234.53	A	234.28	A	234.41	A	234.53	A	119000	A	116600	A	117900	A	119000	A
USGS	08109900	2000-11-08	234.81	A	234.53	A	234.68	A	234.81	A	121700	A	119000	A	120500	A	121700	A
USGS	08109900	2000-11-09	234.97	A	234.77	A	234.88	A	234.97	A	123300	A	121300	A	122400	A	123300	A
USGS	08109900	2000-11-10	235.17	A	234.97	A	235.07	A	235.17	A	125300	A	123300	A	124200	A	125300	A
USGS	08109900	2000-11-11	235.32	A	235.17	A	235.25	A	235.32	A	126800	A	125300	A	126000	A	126800	A
USGS	08109900	2000-11-12	235.47	A	235.32	A	235.38	A	235.42	A	128300	A	126800	A	127300	A	127800	A
USGS	08109900	2000-11-13	235.44	A	235.41	A	235.43	A	235.44	A	128000	A	127700	A	127900	A	128000	A
USGS	08109900	2000-11-14	235.45	A	235.43	A	235.44	A	235.45	A	128100	A	127900	A	128000	A	128100	A
USGS	08109900	2000-11-15	235.48	A	235.43	A	235.45	A	235.46	A	128400	A	127900	A	128000	A	128200	A
USGS	08109900	2000-11-16	235.54	A	235.42	A	235.51	A	235.53	A	129000	A	127800	A	128700	A	128900	A
USGS	08109900	2000-11-17	235.54	A	235.51	A	235.53	A	235.53	A	129000	A	128700	A	128900	A	128900	A
USGS	08109900	2000-11-18	235.69	A	235.52	A	235.59	A	235.69	A	130500	A	128800	A	129500	A	130500	A
USGS	08109900	2000-11-19	235.92	A	235.69	A	235.81	A	235.92	A	132800	A	130500	A	131700	A	132800	A
USGS	08109900	2000-11-20	236.04	A	235.92	A	235.99	A	236.04	A	134000	A	132800	A	133500	A	134000	A
USGS	08109900	2000-11-21	236.11	A	236.03	A	236.07	A	236.11	A	134800	A	133900	A	134400	A	134800	A
USGS	08109900	2000-11-22	236.17	A	236.11	A	236.14	A	236.16	A	135400	A	134800	A	135000	A	135300	A
USGS	08109900	2000-11-23	236.28	A	236.16	A	236.20	A	236.28	A	136500	A	135300	A	135700	A	136500	A
USGS	08109900	2000-11-24	236.43	A	236.27	A	236.37	A	236.42	A	138100	A	136400	A	137400	A	138000	A
USGS	08109900	2000-11-25	236.58	A	236.42	A	236.49	A	236.58	A	139700	A	138000	A	138700	A	139700	A
USGS	08109900	2000-11-26	236.67	A	236.58	A	236.63	A	236.67	A	140600	A	139700	A	140200	A	140600	A
USGS	08109900	2000-11-27	236.72	A	236.67	A	236.70	A	236.71	A	141100	A	140600	A	140900	A	141000	A
USGS	08109900	2000-11-28	236.74	A	236.71	A	236.73	A	236.74	A	141300	A	141000	A	141200	A	141300	A
USGS	08109900	2000-11-29	236.76	A	236.73	A	236.75	A	236.75	A	141500	A	141200	A	141400	A	141400	A
USGS	08109900	2000-11-30	236.77	A	236.74	A	236.76	A	236.77	A	141700	A	141300	A	141500	A	141700	A
USGS	08109900	2000-12-01	236.79	A	236.76	A	236.77	A	236.78	A	141900	A	141500	A	141700	A	141800	A
USGS	08109900	2000-12-02	236.79	A	236.75	A	236.77	A	236.77	A	141900	A	141400	A	141600	A	141700	A
USGS	08109900	2000-12-03	236.77	A	236.74	A	236.76	A	236.76	A	141700	A	141300	A	141600	A	141500	A
USGS	08109900	2000-12-04	236.77	A	236.76	A	236.77	A	236.77	A	141700	A	141500	A	141600	A	141700	A
USGS	08109900	2000-12-05	236.78	A	236.76	A	236.77	A	236.78	A	141800	A	141500	A	141700	A	141800	A
USGS	08109900	2000-12-06	236.81	A	236.77	A	236.79	A	236.79	A	142100	A	141700	A	141900	A	141900	A
USGS	08109900	2000-12-07	236.81	A	236.79	A	236.79	A	236.80	A	142100	A	141900	A	141900	A	142000	A
USGS	08109900	2000-12-08	236.81	A	236.79	A	236.80	A	236.80	A	142100	A	141900	A	141900	A	142000	A
USGS	08109900	2000-12-09	236.81	A	236.79	A	236.80	A	236.81	A	142100	A	141900	A	142000	A	142100	A
USGS	08109900	2000-12-10	236.83	A	236.80	A	236.82	A	236.82	A	142300	A	142000	A	142100	A	142200	A
USGS	08109900	2000-12-11	236.86	A	236.78	A	236.84	A	236.83	A	142600	A	141800	A	142400	A	142300	A
USGS	08109900	2000-12-12	236.86	A	236.80	A	236.82	A	236.86	A	142600	A	142000	A	142200	A	142600	A
USGS	08109900	2000-12-13	236.99	A	236.86	A	236.94	A	236.99	A	144000	A	142600	A	143400	A	144000	A
USGS	08109900	2000-12-14	237.07	A	236.98	A	237.02	A	237.07	A	144900	A	143900	A	144300	A	144900	A
USGS	08109900	2000-12-15	237.19	A	237.06	A	237.12	A	237.19	A	146200	A	144800	A	145400	A	146200	A
USGS	08109900	2000-12-16	237.31	A	237.16	A	237.22	A	237.23	A	147500	A	145800	A	146500	A	146600	A
USGS	08109900	2000-12-17	237.25	A	237.20	A	237.24	A	237.24	A	146800	A	146300	A	146700	A	146700	A
USGS	08109900	2000-12-18	237.32	A	237.24	A	237.27	A	237.27	A	147600	A	146700	A	147100	A	147000	A
USGS	08109900	2000-12-19	237.30	A	237.26	A	237.28	A	237.27	A	147400	A	146900	A	147100	A	147000	A
USGS	08109900	2000-12-20	237.32	A	237.26	A	237.28	A	237.30	A	147600	A	146900	A	147200	A	147400	A
USGS	08109900	2000-12-21	237.30	A	237.25	A	237.28	A	237.28	A	147400	A	146800	A	147200	A	147200	A
USGS	08109900	2000-12-22	237.29	A	237.27	A	237.28	A	237.28	A	147300	A	147000	A	147100	A	147200	A
USGS	08109900	2000-12-23	237.31	A	237.28	A	237.29	A	237.30	A	147500	A	147200	A	147200	A	147400	A
USGS	08109900	2000-12-24	237.40	A	237.30	A	237.36	A	237.38	A	148500	A	147400	A	148000	A	148300	A
USGS	08109900	2000-12-25	237.66	A	237.38	A	237.50	A	237.64	A	151400	A	148300	A	149600	A	151100	A
USGS	08109900	2000-12-26	238.02	A	237.64	A	237.81	A	238.01	A	155400	A	151100	A	153000	A	155300	A
USGS	08109900	2000-12-27	238.48	A	238.01	A	238.28	A	238.48	A	160700	A	155300	A	158400	A	160700	A
USGS	08109900	2000-12-28	238.71	A	238.48	A	238.59	A	238.71	A	163400	A	160700	A	162000	A	163400	A
USGS	08109900	2000-12-29	238.86	A	238.71	A	238.80	A	238.86	A	165200	A	163400	A	164400	A	165200	A
USGS	08109900	2000-12-30	239.01	A	238.86	A	238.93	A	239.01	A	167000	A	165200	A	166000	A	167000	A
USGS	08109900	2000-12-31	239.17	A	239.01	A	239.08	A	239.17	A	168900	A	167000	A	167900	A	168900	A
USGS	08109900	2001-01-01	239.27	A	239.16	A	239.23	A	239.27	A	170100	A	168800	A	169600	A	170100	A
USGS	08109900	2001-01-02	239.29	A	239.23	A	239.27	A	239.23	A	170400	A	169600	A	170100	A	169600	A
USGS	08109900	2001-01-03	239.23	A	239.09	A	239.16	A	239.10	A	169600	A	168000	A	168800	A	168100	A
USGS	08109900	2001-01-04	239.10	A	238.94	A	239.02	A	238.94	A	168100	A	166200	A	167100	A	166200	A
USGS	08109900	2001-01-05	238.94	A	238.80	A	238.87	A	238.80	A	166200	A	164500	A	165400	A	164500	A
USGS	08109900	2001-01-06	238.80	A	238.66	A	238.73	A	238.67	A	164500	A	162800	A	163700	A	163000	A
USGS	08109900	2001-01-07	238.67	A	238.52	A	238.60	A	238.53	A	163000	A	161200	A	162100	A	161300	A
USGS	08109900	2001-01-08	238.53	A	238.37	A	238.44	A	238.37	A	161300	A	159400	A	160300	A	159400	A
USGS	08109900	2001-01-09	238.37	A	238.23	A	238.30	A	238.23	A	159400	A	157800	A	158600	A	157800	A
USGS	08109900	2001-01-10	238.30	A	238.16	A	238.22	A	238.28	A	158600	A	157000	A	157700	A	158400	A
USGS	08109900	2001-01-11	238.42	A	238.28	A	238.36	A	238.42	A	160000	A	158400	A	159300	A	160000	A
USGS	08109900	2001-01-12	238.50	A	238.42	A	238.47	A	238.50	A	161000	A	160000	A	160600	A	161000	A
USGS	08109900	2001-01-13	238.58	A	238.48	A	238.53	A	238.58	A	161900	A	160700	A	161400	A	161900	A
USGS	08109900	2001-01-14	238.62	A	238.58	A	238.60	A	238.62	A	162400	A	161900	A	162100	A	162400	A
USGS	08109900	2001-01-15	238.70	A	238.62	A	238.64	A	238.64	A	163300	A	162400	A	162600	A	162600	A
USGS	08109900	2001-01-16	238.75	A	238.63	A	238.69	A	238.74	A	163900	A	162500	A	163200	A	163800	A
USGS	08109900	2001-01-17	238.79	A	238.73	A	238.77	A	238.78	A	164400	A	163700	A	164200	A	164300	A
USGS	08109900	2001-01-18	238.88	A	238.77	A	238.82	A	238.88	A	165400	A	164100	A	164700	A	165400	A
USGS	08109900	2001-01-19	239.14	A	238.88	A	239.03	A	239.14	A	168600	A	165400	A	167200	A	168600	A
USGS	08109900	2001-01-20	239.26	A	239.14	A	239.20	A	239.25	A	170000	A	168600	A	169300	A	169900	A
USGS	08109900	2001-01-21	239.33	A	239.25	A	239.29	A	239.28	A	170900	A	169900	A	170400	A	170200	A
USGS	08109900	2001-01-22	239.29	A	239.24	A	239.27	A	239.24	A	170400	A	169800	A	170100	A	169800	A
USGS	08109900	2001-01-23	239.24	A	239.18	A	239.21	A	239.18	A	169800	A	169000	A	169500	A	169000	A
USGS	08109900	2001-01-24	239.19	A	239.06	A	239.13	A	239.06	A	169200	A	167600	A	168400	A	167600	A
USGS	08109900	2001-01-25	239.06	A	238.90	A	238.98	A	238.92	A	167600	A	165700	A	166600	A	165900	A
USGS	08109900	2001-01-26	238.92	A	238.77	A	238.85	A	238.77	A	165900	A	164100	A	165000	A	164100	A
USGS	08109900	2001-01-27	238.77	A	238.62	A	238.70	A	238.63	A	164100	A	162400	A	163300	A	162500	A
USGS	08109900	2001-01-28	238.63	A	238.48	A	238.55	A	238.50	A	162500	A	160700	A	161500	A	161000	A
USGS	08109900	2001-01-29	238.64	A	238.49	A	238.52	A	238.54	A	162600	A	160800	A	161200	A	161400	A
USGS	08109900	2001-01-30	238.56	A	238.48	A	238.52	A	238.48	A	161700	A	160700	A	161200	A	160700	A
USGS	08109900	2001-01-31	238.48	A	238.38	A	238.43	A	238.38	A	160700	A	159600	A	160200	A	159600	A
USGS	08109900	2001-02-01	238.38	A	238.26	A	238.32	A	238.27	A	159600	A	158200	A	158900	A	158300	A
USGS	08109900	2001-02-02	238.27	A	238.21	A	238.22	A	238.21	A	158300	A	157600	A	157700	A	157600	A
USGS	08109900	2001-02-03	238.22	A	238.20	A	238.21	A	238.20	A	157700	A	157500	A	157600	A	157500	A
USGS	08109900	2001-02-04	238.21	A	238.19	A	238.20	A	238.19	A	157600	A	157400	A	157400	A	157400	A
USGS	08109900	2001-02-05	238.19	A	238.17	A	238.18	A	238.17	A	157400	A	157100	A	157200	A	157100	A
USGS	08109900	2001-02-06	238.21	A	238.15	A	238.17	A	238.15	A	157600	A	156900	A	157100	A	156900	A
USGS	08109900	2001-02-07	238.16	A	238.13	A	238.15	A	238.14	A	157000	A	156700	A	156900	A	156800	A
USGS	08109900	2001-02-08	238.17	A	238.11	A	238.14	A	238.17	A	157100	A	156400	A	156800	A	157100	A
USGS	08109900	2001-02-09	238.24	A	238.12	A	238.15	A	238.13	A	157900	A	156600	A	156900	A	156700	A
USGS	08109900	2001-02-10	238.13	A	238.08	A	238.11	A	238.10	A	156700	A	156100	A	156500	A	156300	A
USGS	08109900	2001-02-11	238.10	A	238.05	A	238.08	A	238.08	A	156300	A	155700	A	156100	A	156100	A
USGS	08109900	2001-02-12	238.09	A	238.07	A	238.08	A	238.07	A	156200	A	156000	A	156000	A	156000	A
USGS	08109900	2001-02-13	238.08	A	238.05	A	238.06	A	238.05	A	156100	A	155700	A	155900	A	155700	A
USGS	08109900	2001-02-14	238.07	A	238.05	A	238.05	A	238.05	A	156000	A	155700	A	155800	A	155700	A
USGS	08109900	2001-02-15	238.07	A	238.03	A	238.05	A	238.07	A	156000	A	155500	A	155700	A	156000	A
USGS	08109900	2001-02-16	238.29	A	238.03	A	238.12	A	238.15	A	158500	A	155500	A	156600	A	156900	A
USGS	08109900	2001-02-17	238.18	A	238.14	A	238.16	A	238.18	A	157200	A	156800	A	157100	A	157200	A
USGS	08109900	2001-02-18	238.20	A	238.18	A	238.18	A	238.19	A	157500	A	157200	A	157300	A	157400	A
USGS	08109900	2001-02-19	238.22	A	238.19	A	238.20	A	238.21	A	157700	A	157400	A	157500	A	157600	A
USGS	08109900	2001-02-20	238.23	A	238.20	A	238.21	A	238.22	A	157800	A	157500	A	157600	A	157700	A
USGS	08109900	2001-02-21	238.22	A	238.20	A	238.21	A	238.20	A	157700	A	157500	A	157600	A	157500	A
USGS	08109900	2001-02-22	238.22	A	238.18	A	238.20	A	238.18	A	157700	A	157200	A	157400	A	157200	A
USGS	08109900	2001-02-23	238.19	A	238.13	A	238.16	A	238.17	A	157400	A	156700	A	157100	A	157100	A
USGS	08109900	2001-02-24	238.23	A	238.14	A	238.18	A	238.18	A	157800	A	156800	A	157300	A	157200	A
USGS	08109900	2001-02-25	238.18	A	238.15	A	238.16	A	238.16	A	157200	A	156900	A	157100	A	157000	A
USGS	08109900	2001-02-26	238.17	A	238.12	A	238.15	A	238.16	A	157100	A	156600	A	156900	A	157000	A
USGS	08109900	2001-02-27	238.18	A	238.14	A	238.15	A	238.16	A	157200	A	156800	A	156900	A	157000	A
USGS	08109900	2001-02-28	238.16	A	238.13	A	238.15	A	238.14	A	157000	A	156700	A	156900	A	156800	A
USGS	08109900	2001-03-01	238.14	A	238.09	A	238.12	A	238.11	A	156800	A	156200	A	156500	A	156400	A
USGS	08109900	2001-03-02	238.42	A	238.09	A	238.24	A	238.42	A	160000	A	156200	A	157900	A	160000	A
USGS	08109900	2001-03-03	239.12	A	238.41	A	238.75	A	239.12	A	168300	A	159900	A	163900	A	168300	A
USGS	08109900	2001-03-04	239.53	A	239.12	A	239.37	A	239.53	A	173300	A	168300	A	171400	A	173300	A
USGS	08109900	2001-03-05	239.68	A	239.53	A	239.62	A	239.68	A	175100	A	173300	A	174300	A	175100	A
USGS	08109900	2001-03-06	239.71	A	239.68	A	239.70	A	239.70	A	175500	A	175100	A	175300	A	175400	A
USGS	08109900	2001-03-07	239.70	A	239.66	A	239.69	A	239.67	A	175400	A	174900	A	175200	A	175000	A
USGS	08109900	2001-03-08	239.78	A	239.60	A	239.67	A	239.78	A	176400	A	174200	A	175000	A	176400	A
USGS	08109900	2001-03-09	239.86	A	239.77	A	239.84	A	239.86	A	177400	A	176200	A	177100	A	177400	A
USGS	08109900	2001-03-10	239.86	A	239.81	A	239.84	A	239.81	A	177400	A	176700	A	177100	A	176700	A
USGS	08109900	2001-03-11	239.83	A	239.76	A	239.80	A	239.80	A	177000	A	176100	A	176600	A	176600	A
USGS	08109900	2001-03-12	239.91	A	239.79	A	239.87	A	239.91	A	178000	A	176500	A	177500	A	178000	A
USGS	08109900	2001-03-13	239.92	A	239.88	A	239.91	A	239.91	A	178100	A	177600	A	177900	A	178000	A
USGS	08109900	2001-03-14	239.99	A	239.81	A	239.92	A	239.99	A	179000	A	176700	A	178100	A	179000	A
USGS	08109900	2001-03-15	240.15	A	239.98	A	240.10	A	240.12	A	181000	A	178900	A	180300	A	180600	A
USGS	08109900	2001-03-16	240.14	A	240.12	A	240.13	A	240.14	A	180900	A	180600	A	180800	A	180900	A
USGS	08109900	2001-03-17	240.14	A	240.08	A	240.12	A	240.08	A	180900	A	180100	A	180500	A	180100	A
USGS	08109900	2001-03-18	240.10	A	240.02	A	240.07	A	240.05	A	180400	A	179400	A	180000	A	179700	A
USGS	08109900	2001-03-19	240.05	A	239.96	A	240.02	A	239.98	A	179700	A	178600	A	179300	A	178900	A
USGS	08109900	2001-03-20	239.98	A	239.84	A	239.91	A	239.84	A	178900	A	177100	A	178000	A	177100	A
USGS	08109900	2001-03-21	239.84	A	239.70	A	239.77	A	239.70	A	177100	A	175400	A	176300	A	175400	A
USGS	08109900	2001-03-22	239.70	A	239.54	A	239.62	A	239.54	A	175400	A	173400	A	174400	A	173400	A
USGS	08109900	2001-03-23	239.54	A	239.39	A	239.47	A	239.39	A	173400	A	171600	A	172500	A	171600	A
USGS	08109900	2001-03-24	239.39	A	239.26	A	239.33	A	239.27	A	171600	A	170000	A	170800	A	170100	A
USGS	08109900	2001-03-25	239.27	A	239.06	A	239.15	A	239.06	A	170100	A	167600	A	168700	A	167600	A
USGS	08109900	2001-03-26	239.06	A	238.87	A	238.97	A	238.89	A	167600	A	165300	A	166500	A	165600	A
USGS	08109900	2001-03-27	239.22	A	238.78	A	238.90	A	239.22	A	169500	A	164300	A	165700	A	169500	A
USGS	08109900	2001-03-28	239.95	A	239.22	A	239.59	A	239.95	A	178500	A	169500	A	174100	A	178500	A
USGS	08109900	2001-03-29	240.38	A	239.95	A	240.18	A	240.38	A	183900	A	178500	A	181400	A	183900	A
USGS	08109900	2001-03-30	240.62	A	240.38	A	240.53	A	240.60	A	187000	A	183900	A	185800	A	186700	A
USGS	08109900	2001-03-31	240.70	A	240.60	A	240.66	A	240.70	A	188000	A	186700	A	187500	A	188000	A
USGS	08109900	2001-04-01	240.79	A	240.70	A	240.74	A	240.79	A	189200	A	188000	A	188500	A	189200	A
USGS	08109900	2001-04-02	240.84	A	240.78	A	240.82	A	240.84	A	189800	A	189000	A	189500	A	189800	A
USGS	08109900	2001-04-03	240.85	A	240.77	A	240.82	A	240.78	A	189900	A	188900	A	189500	A	189000	A
USGS	08109900	2001-04-04	240.78	A	240.67	A	240.73	A	240.68	A	189000	A	187600	A	188400	A	187700	A
USGS	08109900	2001-04-05	240.68	A	240.54	A	240.61	A	240.55	A	187700	A	185900	A	186800	A	186100	A
USGS	08109900	2001-04-06	240.55	A	240.41	A	240.48	A	240.42	A	186100	A	184300	A	185200	A	184400	A
USGS	08109900	2001-04-07	240.42	A	240.28	A	240.35	A	240.29	A	184400	A	182600	A	183500	A	182800	A
USGS	08109900	2001-04-08	240.29	A	240.13	A	240.21	A	240.14	A	182800	A	180700	A	181700	A	180900	A
USGS	08109900	2001-04-09	240.14	A	239.97	A	240.06	A	239.97	A	180900	A	178700	A	179900	A	178700	A
USGS	08109900	2001-04-10	239.99	A	239.84	A	239.91	A	239.84	A	179000	A	177100	A	178000	A	177100	A
USGS	08109900	2001-04-11	239.87	A	239.70	A	239.78	A	239.70	A	177500	A	175400	A	176400	A	175400	A
USGS	08109900	2001-04-12	239.70	A	239.54	A	239.62	A	239.55	A	175400	A	173400	A	174400	A	173500	A
USGS	08109900	2001-04-13	239.55	A	239.39	A	239.46	A	239.39	A	173500	A	171600	A	172500	A	171600	A
USGS	08109900	2001-04-14	239.39	A	239.22	A	239.32	A	239.24	A	171600	A	169500	A	170700	A	169800	A
USGS	08109900	2001-04-15	239.26	A	239.07	A	239.17	A	239.07	A	170000	A	167700	A	168900	A	167700	A
USGS	08109900	2001-04-16	239.09	A	238.92	A	239.01	A	238.94	A	168000	A	165900	A	167000	A	166200	A
USGS	08109900	2001-04-17	238.94	A	238.79	A	238.86	A	238.79	A	166200	A	164400	A	165200	A	164400	A
USGS	08109900	2001-04-18	238.79	A	238.64	A	238.70	A	238.64	A	164400	A	162600	A	163300	A	162600	A
USGS	08109900	2001-04-19	238.64	A	238.52	A	238.58	A	238.53	A	162600	A	161200	A	162000	A	161300	A
USGS	08109900	2001-04-20	238.54	A	238.44	A	238.49	A	238.44	A	161400	A	160300	A	160800	A	160300	A
USGS	08109900	2001-04-21	238.45	A	238.36	A	238.41	A	238.37	A	160400	A	159300	A	159900	A	159400	A
USGS	08109900	2001-04-22	238.37	A	238.29	A	238.33	A	238.30	A	159400	A	158500	A	159000	A	158600	A
USGS	08109900	2001-04-23	238.30	A	238.21	A	238.27	A	238.24	A	158600	A	157600	A	158300	A	157900	A
USGS	08109900	2001-04-24	238.24	A	238.15	A	238.19	A	238.16	A	157900	A	156900	A	157400	A	157000	A
USGS	08109900	2001-04-25	238.16	A	238.09	A	238.12	A	238.10	A	157000	A	156200	A	156500	A	156300	A
USGS	08109900	2001-04-26	238.11	A	238.08	A	238.10	A	238.10	A	156400	A	156100	A	156300	A	156300	A
USGS	08109900	2001-04-27	238.10	A	238.07	A	238.09	A	238.08	A	156300	A	156000	A	156100	A	156100	A
