# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database 
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-12-30 09:17:43 EST       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08064550 Richland-Chambers Res nr Kerens, TX
# -----------------------------------------------------------------------------------
#
# Data provided for site 08064550
#            TS   parameter     statistic     Description
#        133900       00054     00001     Reservoir storage, acre-feet (Maximum)
#        133901       00054     00002     Reservoir storage, acre-feet (Minimum)
#        133902       00054     00003     Reservoir storage, acre-feet (Mean)
#        133903       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#        133904       62614     00001     Lake or reservoir water surface elevation above NGVD 1929, feet (Maximum)
#        133905       62614     00002     Lake or reservoir water surface elevation above NGVD 1929, feet (Minimum)
#        133906       62614     00003     Lake or reservoir water surface elevation above NGVD 1929, feet (Mean)
#        133907       62614     32400     Lake or reservoir water surface elevation above NGVD 1929, feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	133900_00054_00001	133900_00054_00001_cd	133901_00054_00002	133901_00054_00002_cd	133902_00054_00003	133902_00054_00003_cd	133904_62614_00001	133904_62614_00001_cd	133905_62614_00002	133905_62614_00002_cd	133906_62614_00003	133906_62614_00003_cd
USGS	08064550	2018-12-08	1137000	A	1124000	A	1132000	A	315.55	A	315.25	A	315.42	A
USGS	08064550	2018-12-09	1146000	A	1137000	A	1142000	A	315.74	A	315.54	A	315.65	A
USGS	08064550	2018-12-10	1146000	A	1142000	A	1145000	A	315.74	A	315.66	A	315.71	A
USGS	08064550	2018-12-11	1142000	A	1138000	A	1140000	A	315.66	A	315.56	A	315.61	A
USGS	08064550	2018-12-12	1138000	A	1133000	A	1135000	A	315.57	A	315.46	A	315.51	A
USGS	08064550	2018-12-13	1134000	A	1128000	A	1132000	A	315.47	A	315.35	A	315.42	A
USGS	08064550	2018-12-14	1129000	A	1124000	A	1127000	A	315.37	A	315.26	A	315.32	A
USGS	08064550	2018-12-15	1126000	A	1123000	A	1124000	A	315.30	A	315.23	A	315.26	A
USGS	08064550	2018-12-16	1123000	A	1121000	A	1122000	A	315.24	A	315.18	A	315.21	A
USGS	08064550	2018-12-17	1121000	A	1119000	A	1120000	A	315.19	A	315.15	A	315.17	A
USGS	08064550	2018-12-18	1121000	A	1119000	A	1120000	A	315.18	A	315.14	A	315.17	A
USGS	08064550	2018-12-19	1122000	A	1119000	A	1119000	A	315.20	A	315.13	A	315.15	A
USGS	08064550	2018-12-20	1120000	A	1117000	A	1118000	A	315.16	A	315.09	A	315.13	A
USGS	08064550	2018-12-21	1119000	A	1117000	A	1118000	A	315.13	A	315.09	A	315.11	A
USGS	08064550	2018-12-22	1119000	A	1117000	A	1118000	A	315.15	A	315.10	A	315.12	A
USGS	08064550	2018-12-23	1119000	A	1117000	A	1118000	A	315.13	A	315.09	A	315.11	A
USGS	08064550	2018-12-24	1119000	A	1118000	A	1119000	A	315.15	A	315.11	A	315.13	A
USGS	08064550	2018-12-25	1120000	A	1118000	A	1119000	A	315.16	A	315.12	A	315.14	A
USGS	08064550	2018-12-26	1130000	A	1117000	A	1121000	A	315.38	A	315.09	A	315.18	A
USGS	08064550	2018-12-27	1152000	A	1129000	A	1145000	A	315.88	A	315.37	A	315.72	A
USGS	08064550	2018-12-28	1171000	A	1152000	A	1163000	A	316.30	A	315.88	A	316.12	A
USGS	08064550	2018-12-29	1173000	A	1170000	A	1172000	A	316.36	A	316.28	A	316.33	A
USGS	08064550	2018-12-30	1170000	A	1153000	A	1162000	A	316.28	A	315.90	A	316.11	A
USGS	08064550	2018-12-31	1160000	A	1153000	A	1155000	A	316.05	A	315.90	A	315.95	A
USGS	08064550	2019-01-01	1153000	A	1148000	A	1151000	A	315.91	A	315.80	A	315.85	A
USGS	08064550	2019-01-02	1160000	A	1147000	A	1152000	A	316.06	A	315.77	A	315.88	A
USGS	08064550	2019-01-03	1178000	A	1158000	A	1168000	A	316.47	A	316.02	A	316.24	A
USGS	08064550	2019-01-04	1185000	A	1178000	A	1184000	A	316.63	A	316.47	A	316.59	A
USGS	08064550	2019-01-05	1183000	A	1164000	A	1174000	A	316.57	A	316.16	A	316.38	A
USGS	08064550	2019-01-06	1164000	A	1149000	A	1156000	A	316.16	A	315.82	A	315.97	A
USGS	08064550	2019-01-07	1151000	A	1144000	A	1147000	A	315.85	A	315.70	A	315.76	A
USGS	08064550	2019-01-08	1144000	A	1137000	A	1141000	A	315.70	A	315.55	A	315.63	A
USGS	08064550	2019-01-09	1137000	A	1130000	A	1133000	A	315.55	A	315.38	A	315.46	A
USGS	08064550	2019-01-10	1130000	A	1126000	A	1127000	A	315.38	A	315.30	A	315.32	A
USGS	08064550	2019-01-11	1127000	A	1123000	A	1125000	A	315.31	A	315.24	A	315.28	A
USGS	08064550	2019-01-12	1126000	A	1121000	A	1124000	A	315.30	A	315.18	A	315.25	A
USGS	08064550	2019-01-13	1123000	A	1119000	A	1120000	A	315.22	A	315.14	A	315.17	A
USGS	08064550	2019-01-14	1119000	A	1118000	A	1118000	A	315.15	A	315.11	A	315.12	A
USGS	08064550	2019-01-15	1118000	A	1117000	A	1117000	A	315.12	A	315.09	A	315.11	A
USGS	08064550	2019-01-16	1119000	A	1117000	A	1118000	A	315.15	A	315.10	A	315.12	A
USGS	08064550	2019-01-17	1120000	A	1118000	A	1120000	A	315.17	A	315.12	A	315.15	A
USGS	08064550	2019-01-18	1123000	A	1119000	A	1121000	A	315.24	A	315.14	A	315.18	A
USGS	08064550	2019-01-19	1126000	A	1118000	A	1121000	A	315.29	A	315.12	A	315.18	A
USGS	08064550	2019-01-20	1121000	A	1119000	A	1120000	A	315.19	A	315.13	A	315.16	A
USGS	08064550	2019-01-21	1122000	A	1120000	A	1121000	A	315.20	A	315.16	A	315.18	A
USGS	08064550	2019-01-22	1127000	A	1119000	A	1121000	A	315.31	A	315.13	A	315.19	A
USGS	08064550	2019-01-23	1126000	A	1122000	A	1124000	A	315.30	A	315.20	A	315.26	A
USGS	08064550	2019-01-24	1125000	A	1124000	A	1124000	A	315.27	A	315.25	A	315.25	A
USGS	08064550	2019-01-25	1124000	A	1123000	A	1124000	A	315.26	A	315.22	A	315.25	A
USGS	08064550	2019-01-26	1124000	A	1122000	A	1123000	A	315.26	A	315.21	A	315.23	A
USGS	08064550	2019-01-27	1122000	A	1120000	A	1121000	A	315.21	A	315.16	A	315.18	A
USGS	08064550	2019-01-28	1121000	A	1115000	A	1119000	A	315.19	A	315.06	A	315.15	A
USGS	08064550	2019-01-29	1119000	A	1115000	A	1119000	A	315.15	A	315.06	A	315.14	A
USGS	08064550	2019-01-30	1120000	A	1119000	A	1119000	A	315.17	A	315.14	A	315.15	A
USGS	08064550	2019-01-31	1120000	A	1119000	A	1119000	A	315.16	A	315.13	A	315.14	A
USGS	08064550	2019-02-01	1120000	A	1119000	A	1119000	A	315.16	A	315.13	A	315.15	A
USGS	08064550	2019-02-02	1120000	A	1119000	A	1119000	A	315.16	A	315.14	A	315.15	A
USGS	08064550	2019-02-03	1120000	A	1119000	A	1120000	A	315.17	A	315.14	A	315.15	A
USGS	08064550	2019-02-04	1120000	A	1119000	A	1120000	A	315.17	A	315.14	A	315.15	A
USGS	08064550	2019-02-05	1120000	A	1119000	A	1119000	A	315.17	A	315.14	A	315.15	A
USGS	08064550	2019-02-06	1121000	A	1119000	A	1120000	A	315.19	A	315.13	A	315.15	A
USGS	08064550	2019-02-07	1123000	A	1117000	A	1120000	A	315.24	A	315.09	A	315.16	A
USGS	08064550	2019-02-08	1120000	A	1118000	A	1119000	A	315.17	A	315.12	A	315.14	A
USGS	08064550	2019-02-09	1120000	A	1119000	A	1119000	A	315.17	A	315.13	A	315.15	A
USGS	08064550	2019-02-10	1122000	A	1119000	A	1121000	A	315.21	A	315.13	A	315.17	A
USGS	08064550	2019-02-11	1126000	A	1120000	A	1122000	A	315.30	A	315.16	A	315.21	A
USGS	08064550	2019-02-12	1126000	A	1123000	A	1125000	A	315.30	A	315.24	A	315.28	A
USGS	08064550	2019-02-13	1127000	A	1125000	A	1126000	A	315.32	A	315.28	A	315.30	A
USGS	08064550	2019-02-14	1129000	A	1123000	A	1126000	A	315.37	A	315.24	A	315.29	A
USGS	08064550	2019-02-15	1124000	A	1120000	A	1122000	A	315.25	A	315.16	A	315.22	A
USGS	08064550	2019-02-16	1122000	A	1119000	A	1120000	A	315.20	A	315.14	A	315.16	A
USGS	08064550	2019-02-17	1121000	A	1118000	A	1119000	A	315.18	A	315.11	A	315.13	A
USGS	08064550	2019-02-18	1118000	A	1116000	A	1117000	A	315.12	A	315.07	A	315.09	A
USGS	08064550	2019-02-19	1122000	A	1115000	A	1118000	A	315.20	A	315.05	A	315.12	A
USGS	08064550	2019-02-20	1127000	A	1120000	A	1124000	A	315.32	A	315.17	A	315.25	A
USGS	08064550	2019-02-21	1130000	A	1127000	A	1128000	A	315.39	A	315.31	A	315.34	A
USGS	08064550	2019-02-22	1129000	A	1124000	A	1126000	A	315.36	A	315.25	A	315.30	A
USGS	08064550	2019-02-23	1126000	A	1118000	A	1123000	A	315.29	A	315.12	A	315.23	A
USGS	08064550	2019-02-24	1120000	A	1117000	A	1118000	A	315.16	A	315.10	A	315.12	A
USGS	08064550	2019-02-25	1118000	A	1117000	A	1118000	A	315.12	A	315.10	A	315.11	A
USGS	08064550	2019-02-26	1118000	A	1117000	A	1118000	A	315.12	A	315.09	A	315.11	A
USGS	08064550	2019-02-27	1119000	A	1115000	A	1117000	A	315.13	A	315.06	A	315.11	A
USGS	08064550	2019-02-28	1118000	A	1116000	A	1117000	A	315.12	A	315.08	A	315.10	A
USGS	08064550	2019-03-01	1119000	A	1117000	A	1118000	A	315.13	A	315.09	A	315.11	A
USGS	08064550	2019-03-02	1120000	A	1118000	A	1119000	A	315.17	A	315.11	A	315.14	A
USGS	08064550	2019-03-03	1121000	A	1118000	A	1119000	A	315.18	A	315.12	A	315.15	A
USGS	08064550	2019-03-04	1120000	A	1118000	A	1119000	A	315.17	A	315.12	A	315.15	A
USGS	08064550	2019-03-05	1120000	A	1119000	A	1120000	A	315.16	A	315.14	A	315.16	A
USGS	08064550	2019-03-06	1121000	A	1120000	A	1120000	A	315.19	A	315.16	A	315.17	A
USGS	08064550	2019-03-07	1123000	A	1120000	A	1121000	A	315.23	A	315.16	A	315.18	A
USGS	08064550	2019-03-08	1123000	A	1121000	A	1122000	A	315.23	A	315.19	A	315.20	A
USGS	08064550	2019-03-09	1128000	A	1120000	A	1123000	A	315.35	A	315.16	A	315.22	A
USGS	08064550	2019-03-10	1124000	A	1122000	A	1123000	A	315.25	A	315.21	A	315.22	A
USGS	08064550	2019-03-11	1124000	A	1122000	A	1123000	A	315.25	A	315.20	A	315.23	A
USGS	08064550	2019-03-12	1123000	A	1119000	A	1121000	A	315.22	A	315.13	A	315.18	A
USGS	08064550	2019-03-13	1126000	A	1117000	A	1121000	A	315.29	A	315.09	A	315.20	A
USGS	08064550	2019-03-14	1128000	A	1120000	A	1126000	A	315.35	A	315.16	A	315.30	A
USGS	08064550	2019-03-15	1132000	A	1127000	A	1131000	A	315.44	A	315.32	A	315.40	A
USGS	08064550	2019-03-16	1132000	A	1130000	A	1132000	A	315.44	A	315.39	A	315.43	A
USGS	08064550	2019-03-17	1130000	A	1126000	A	1128000	A	315.39	A	315.30	A	315.34	A
USGS	08064550	2019-03-18	1127000	A	1124000	A	1125000	A	315.31	A	315.25	A	315.28	A
USGS	08064550	2019-03-19	1124000	A	1122000	A	1123000	A	315.25	A	315.21	A	315.23	A
USGS	08064550	2019-03-20	1123000	A	1120000	A	1122000	A	315.22	A	315.17	A	315.20	A
USGS	08064550	2019-03-21	1122000	A	1121000	A	1121000	A	315.20	A	315.18	A	315.19	A
USGS	08064550	2019-03-22	1121000	A	1120000	A	1120000	A	315.18	A	315.16	A	315.17	A
USGS	08064550	2019-03-23	1122000	A	1119000	A	1121000	A	315.20	A	315.14	A	315.18	A
USGS	08064550	2019-03-24	1121000	A	1119000	A	1120000	A	315.18	A	315.14	A	315.15	A
USGS	08064550	2019-03-25	1120000	A	1118000	A	1118000	A	315.16	A	315.11	A	315.12	A
USGS	08064550	2019-03-26	1118000	A	1116000	A	1117000	A	315.11	A	315.07	A	315.09	A
USGS	08064550	2019-03-27	1116000	A	1115000	A	1116000	A	315.08	A	315.05	A	315.06	A
USGS	08064550	2019-03-28	1116000	A	1115000	A	1116000	A	315.08	A	315.05	A	315.07	A
USGS	08064550	2019-03-29	1117000	A	1115000	A	1116000	A	315.10	A	315.04	A	315.07	A
USGS	08064550	2019-03-30	1117000	A	1112000	A	1115000	A	315.10	A	314.99	A	315.04	A
USGS	08064550	2019-03-31	1115000	A	1113000	A	1113000	A	315.04	A	315.00	A	315.01	A
USGS	08064550	2019-04-01	1114000	A	1113000	A	1113000	A	315.03	A	315.00	A	315.01	A
USGS	08064550	2019-04-02	1114000	A	1112000	A	1113000	A	315.02	A	314.99	A	315.01	A
USGS	08064550	2019-04-03	1113000	A	1112000	A	1112000	A	315.01	A	314.97	A	314.99	A
USGS	08064550	2019-04-04	1113000	A	1112000	A	1112000	A	315.01	A	314.97	A	314.99	A
USGS	08064550	2019-04-05	1112000	A	1112000	A	1112000	A	314.99	A	314.98	A	314.98	A
USGS	08064550	2019-04-06	1122000	A	1109000	A	1115000	A	315.21	A	314.92	A	315.04	A
USGS	08064550	2019-04-07	1122000	A	1118000	A	1119000	A:e						
USGS	08064550	2019-04-08	1122000	A:e	1120000	A:e	1121000	A:e						
USGS	08064550	2019-04-09	1124000	A	1122000	A:e	1123000	A:e						
USGS	08064550	2019-04-10	1126000	A	1123000	A	1124000	A	315.29	A	315.22	A	315.25	A
USGS	08064550	2019-04-11	1125000	A	1119000	A	1121000	A	315.27	A	315.14	A	315.19	A
USGS	08064550	2019-04-12	1119000	A	1115000	A	1117000	A	315.15	A	315.05	A	315.10	A
USGS	08064550	2019-04-13	1127000	A	1112000	A	1118000	A	315.31	A	314.99	A	315.13	A
USGS	08064550	2019-04-14	1119000	A	1116000	A	1118000	A	315.15	A	315.07	A	315.11	A
USGS	08064550	2019-04-15	1127000	A	1119000	A	1124000	A	315.33	A	315.15	A	315.26	A
USGS	08064550	2019-04-16	1128000	A	1125000	A	1127000	A	315.35	A	315.28	A	315.32	A
USGS	08064550	2019-04-17	1128000	A	1122000	A	1124000	A	315.34	A	315.20	A	315.24	A
USGS	08064550	2019-04-18	1130000	A	1120000	A	1125000	A	315.39	A	315.17	A	315.27	A
USGS	08064550	2019-04-19	1127000	A	1122000	A	1123000	A	315.33	A	315.21	A	315.24	A
USGS	08064550	2019-04-20	1123000	A	1121000	A	1123000	A	315.24	A	315.19	A	315.22	A
USGS	08064550	2019-04-21	1122000	A	1119000	A	1120000	A	315.21	A	315.13	A	315.17	A
USGS	08064550	2019-04-22	1119000	A	1117000	A	1118000	A	315.14	A	315.10	A	315.12	A
USGS	08064550	2019-04-23	1119000	A	1117000	A	1118000	A	315.14	A	315.10	A	315.12	A
USGS	08064550	2019-04-24	1135000	A	1116000	A	1123000	A	315.51	A	315.08	A	315.23	A
USGS	08064550	2019-04-25	1144000	A	1135000	A	1141000	A	315.71	A	315.50	A	315.62	A
USGS	08064550	2019-04-26	1148000	A	1144000	A	1146000	A	315.78	A	315.70	A	315.74	A
USGS	08064550	2019-04-27	1149000	A	1140000	A	1145000	A	315.81	A	315.61	A	315.73	A
USGS	08064550	2019-04-28	1140000	A	1130000	A	1134000	A	315.62	A	315.38	A	315.49	A
USGS	08064550	2019-04-29	1131000	A	1124000	A	1127000	A	315.40	A	315.25	A	315.32	A
USGS	08064550	2019-04-30	1124000	A	1119000	A	1122000	A	315.26	A	315.13	A	315.20	A
USGS	08064550	2019-05-01	1121000	A	1113000	A	1117000	A	315.18	A	315.01	A	315.09	A
USGS	08064550	2019-05-02	1133000	A	1110000	A	1123000	A	315.45	A	314.93	A	315.23	A
USGS	08064550	2019-05-03	1144000	A	1130000	A	1137000	A	315.71	A	315.38	A	315.55	A
USGS	08064550	2019-05-04	1148000	A	1143000	A	1147000	A	315.78	A	315.68	A	315.76	A
USGS	08064550	2019-05-05	1146000	A	1141000	A	1144000	A	315.75	A	315.63	A	315.69	A
USGS	08064550	2019-05-06	1141000	A	1137000	A	1139000	A	315.63	A	315.55	A	315.59	A
USGS	08064550	2019-05-07	1138000	A	1133000	A	1135000	A	315.56	A	315.45	A	315.50	A
USGS	08064550	2019-05-08	1142000	A	1131000	A	1136000	A	315.65	A	315.42	A	315.52	A
USGS	08064550	2019-05-09	1148000	A	1140000	A	1144000	A	315.80	A	315.61	A	315.69	A
USGS	08064550	2019-05-10	1156000	A	1148000	A	1153000	A	315.97	A	315.80	A	315.91	A
USGS	08064550	2019-05-11	1157000	A	1153000	A	1155000	A	315.99	A	315.91	A	315.95	A
USGS	08064550	2019-05-12	1153000	A	1150000	A	1152000	A	315.91	A	315.84	A	315.87	A
USGS	08064550	2019-05-13	1155000	A	1152000	A	1154000	A	315.94	A	315.89	A	315.93	A
USGS	08064550	2019-05-14	1154000	A	1149000	A	1152000	A	315.93	A	315.82	A	315.88	A
USGS	08064550	2019-05-15	1149000	A	1140000	A	1144000	A	315.82	A	315.60	A	315.70	A
USGS	08064550	2019-05-16	1140000	A	1137000	A	1139000	A	315.61	A	315.55	A	315.58	A
USGS	08064550	2019-05-17	1138000	A	1135000	A	1136000	A	315.56	A	315.50	A	315.53	A
USGS	08064550	2019-05-18	1138000	A	1133000	A	1135000	A	315.57	A	315.45	A	315.50	A
USGS	08064550	2019-05-19	1138000	A	1134000	A	1136000	A	315.56	A	315.47	A	315.51	A
USGS	08064550	2019-05-20	1135000	A	1134000	A	1134000	A	315.50	A	315.47	A	315.48	A
USGS	08064550	2019-05-21	1135000	A	1130000	A	1132000	A	315.50	A	315.38	A	315.44	A
USGS	08064550	2019-05-22	1131000	A	1127000	A	1129000	A	315.40	A	315.32	A	315.36	A
USGS	08064550	2019-05-23	1127000	A	1123000	A	1125000	A	315.33	A	315.24	A	315.28	A
USGS	08064550	2019-05-24	1124000	A	1119000	A	1121000	A	315.25	A	315.13	A	315.19	A
USGS	08064550	2019-05-25	1119000	A	1118000	A	1119000	A	315.15	A	315.12	A	315.13	A
USGS	08064550	2019-05-26	1120000	A	1118000	A	1119000	A	315.17	A	315.11	A	315.14	A
USGS	08064550	2019-05-27	1121000	A	1119000	A	1120000	A	315.18	A	315.14	A	315.16	A
USGS	08064550	2019-05-28	1122000	A	1119000	A	1120000	A	315.20	A	315.14	A	315.17	A
USGS	08064550	2019-05-29	1138000	A	1118000	A	1122000	A	315.57	A	315.11	A	315.21	A
USGS	08064550	2019-05-30	1141000	A	1136000	A	1140000	A	315.63	A	315.53	A	315.61	A
USGS	08064550	2019-05-31	1142000	A	1138000	A	1140000	A	315.66	A	315.57	A	315.62	A
USGS	08064550	2019-06-01	1145000	A	1137000	A	1138000	A	315.73	A	315.54	A	315.57	A
USGS	08064550	2019-06-02	1148000	A	1139000	A	1144000	A	315.78	A	315.58	A	315.71	A
USGS	08064550	2019-06-03	1151000	A	1147000	A	1150000	A	315.85	A	315.77	A	315.83	A
USGS	08064550	2019-06-04	1150000	A	1145000	A	1147000	A	315.83	A	315.72	A	315.77	A
USGS	08064550	2019-06-05	1145000	A	1143000	A	1144000	A	315.72	A	315.67	A	315.69	A
USGS	08064550	2019-06-06	1155000	A	1143000	A	1148000	A	315.94	A	315.68	A	315.79	A
USGS	08064550	2019-06-07	1157000	A	1153000	A	1155000	A	315.99	A	315.90	A	315.96	A
USGS	08064550	2019-06-08	1153000	A	1143000	A	1148000	A	315.91	A	315.67	A	315.79	A
USGS	08064550	2019-06-09	1144000	A	1136000	A	1141000	A	315.69	A	315.53	A	315.62	A
USGS	08064550	2019-06-10	1140000	A	1134000	A	1136000	A	315.61	A	315.48	A	315.53	A
USGS	08064550	2019-06-11	1134000	A	1130000	A	1132000	A	315.48	A	315.39	A	315.43	A
USGS	08064550	2019-06-12	1131000	A	1130000	A	1130000	A	315.41	A	315.38	A	315.39	A
USGS	08064550	2019-06-13	1131000	A	1130000	A	1130000	A	315.40	A	315.38	A	315.39	A
USGS	08064550	2019-06-14	1132000	A	1130000	A	1131000	A	315.43	A	315.39	A	315.40	A
USGS	08064550	2019-06-15	1132000	A	1130000	A	1131000	A	315.43	A	315.38	A	315.40	A
USGS	08064550	2019-06-16	1136000	A	1127000	A	1131000	A	315.52	A	315.33	A	315.42	A
USGS	08064550	2019-06-17	1136000	A	1131000	A	1135000	A	315.52	A	315.42	A	315.49	A
USGS	08064550	2019-06-18	1137000	A	1133000	A	1135000	A	315.54	A	315.46	A	315.50	A
USGS	08064550	2019-06-19	1135000	A	1127000	A	1131000	A	315.50	A	315.31	A	315.41	A
USGS	08064550	2019-06-20	1131000	A	1124000	A	1126000	A	315.40	A	315.26	A	315.31	A
USGS	08064550	2019-06-21	1125000	A	1117000	A	1121000	A	315.27	A	315.10	A	315.19	A
USGS	08064550	2019-06-22	1118000	A	1115000	A	1116000	A	315.11	A	315.05	A	315.07	A
USGS	08064550	2019-06-23	1124000	A	1113000	A	1117000	A	315.25	A	315.00	A	315.09	A
USGS	08064550	2019-06-24	1125000	A	1119000	A	1123000	A	315.28	A	315.13	A	315.23	A
USGS	08064550	2019-06-25	1135000	A	1125000	A	1130000	A	315.51	A	315.28	A	315.38	A
USGS	08064550	2019-06-26	1140000	A	1134000	A	1136000	A	315.60	A	315.47	A	315.53	A
USGS	08064550	2019-06-27	1139000	A	1135000	A	1138000	A	315.59	A	315.51	A	315.56	A
USGS	08064550	2019-06-28	1138000	A	1135000	A	1136000	A	315.57	A	315.50	A	315.53	A
USGS	08064550	2019-06-29	1140000	A	1131000	A	1135000	A	315.60	A	315.41	A	315.49	A
USGS	08064550	2019-06-30	1138000	A	1135000	A	1136000	A	315.56	A	315.50	A	315.52	A
USGS	08064550	2019-07-01	1139000	A	1135000	A	1137000	A	315.59	A	315.50	A	315.54	A
USGS	08064550	2019-07-02	1138000	A	1134000	A	1136000	A	315.56	A	315.47	A	315.52	A
USGS	08064550	2019-07-03	1135000	A	1131000	A	1133000	A	315.50	A	315.42	A	315.45	A
USGS	08064550	2019-07-04	1133000	A	1130000	A	1131000	A	315.45	A	315.38	A	315.41	A
USGS	08064550	2019-07-05	1130000	A	1126000	A	1128000	A	315.38	A	315.30	A	315.33	A
USGS	08064550	2019-07-06	1126000	A	1122000	A	1124000	A	315.30	A	315.21	A	315.25	A
USGS	08064550	2019-07-07	1123000	A	1120000	A	1121000	A	315.22	A	315.17	A	315.18	A
USGS	08064550	2019-07-08	1122000	A	1119000	A	1120000	A	315.20	A	315.15	A	315.17	A
USGS	08064550	2019-07-09	1121000	A	1119000	A	1120000	A	315.19	A	315.13	A	315.16	A
USGS	08064550	2019-07-10	1120000	A	1119000	A:e	1119000	A:e						
USGS	08064550	2019-07-11	1121000	A	1118000	A:e	1119000	A:e						
USGS	08064550	2019-07-12	1119000	A	1117000	A	1118000	A:e						
USGS	08064550	2019-07-13	1118000	A	1114000	A	1116000	A	315.11	A	315.03	A	315.08	A
USGS	08064550	2019-07-14	1116000	A	1115000	A	1116000	A	315.08	A	315.04	A	315.06	A
USGS	08064550	2019-07-15	1116000	A	1115000	A	1115000	A	315.07	A	315.04	A	315.06	A
USGS	08064550	2019-07-16	1116000	A	1114000	A	1115000	A	315.08	A	315.03	A	315.05	A
USGS	08064550	2019-07-17	1115000	A	1113000	A	1114000	A	315.04	A	315.00	A	315.02	A
USGS	08064550	2019-07-18	1114000	A	1112000	A	1112000	A	315.03	A	314.97	A	314.99	A
USGS	08064550	2019-07-19	1112000	A	1111000	A	1111000	A	314.99	A	314.95	A	314.97	A
USGS	08064550	2019-07-20	1112000	A	1109000	A	1110000	A	314.97	A	314.92	A	314.94	A
USGS	08064550	2019-07-21	1110000	A	1108000	A	1109000	A	314.93	A	314.89	A	314.91	A
USGS	08064550	2019-07-22	1109000	A	1106000	A	1108000	A	314.90	A	314.83	A	314.88	A
USGS	08064550	2019-07-23	1107000	A	1104000	A	1105000	A	314.86	A	314.78	A	314.81	A
USGS	08064550	2019-07-24	1104000	A	1102000	A	1103000	A	314.80	A	314.75	A	314.77	A
USGS	08064550	2019-07-25	1102000	A	1101000	A	1102000	A	314.75	A	314.72	A	314.73	A
USGS	08064550	2019-07-26	1101000	A	1100000	A	1101000	A	314.72	A	314.70	A	314.71	A
USGS	08064550	2019-07-27	1100000	A	1099000	A	1099000	A	314.70	A	314.67	A	314.68	A
USGS	08064550	2019-07-28	1100000	A	1098000	A	1099000	A	314.69	A	314.64	A	314.66	A
USGS	08064550	2019-07-29	1099000	A	1097000	A	1097000	A	314.67	A	314.61	A	314.63	A
USGS	08064550	2019-07-30	1097000	A	1094000	A	1096000	A	314.63	A	314.56	A	314.60	A
USGS	08064550	2019-07-31	1097000	A	1095000	A	1095000	A	314.61	A	314.57	A	314.58	A
USGS	08064550	2019-08-01	1095000	A	1094000	A	1094000	A	314.58	A	314.54	A	314.56	A
USGS	08064550	2019-08-02	1094000	A	1092000	A	1093000	A	314.55	A	314.51	A	314.53	A
USGS	08064550	2019-08-03	1093000	A	1092000	A	1092000	A	314.52	A	314.49	A	314.50	A
USGS	08064550	2019-08-04	1092000	A	1091000	A	1091000	A	314.50	A	314.47	A	314.49	A
USGS	08064550	2019-08-05	1091000	A	1090000	A	1090000	A	314.48	A	314.45	A	314.46	A
USGS	08064550	2019-08-06	1090000	A	1089000	A	1089000	A	314.46	A	314.42	A	314.43	A
USGS	08064550	2019-08-07	1089000	A	1087000	A	1088000	A	314.43	A	314.39	A	314.41	A
USGS	08064550	2019-08-08	1088000	A	1086000	A	1087000	A	314.41	A	314.36	A	314.39	A
USGS	08064550	2019-08-09	1087000	A	1085000	A	1086000	A	314.38	A	314.33	A	314.36	A
USGS	08064550	2019-08-10	1086000	A	1084000	A	1085000	A	314.37	A	314.32	A	314.33	A
USGS	08064550	2019-08-11	1085000	A	1083000	A	1084000	A	314.33	A	314.28	A	314.30	A
USGS	08064550	2019-08-12	1083000	A	1081000	A	1082000	A	314.30	A	314.25	A	314.27	A
USGS	08064550	2019-08-13	1082000	A	1080000	A	1081000	A	314.26	A	314.22	A	314.23	A
USGS	08064550	2019-08-14	1081000	A	1078000	A	1079000	A	314.23	A	314.17	A	314.20	A
USGS	08064550	2019-08-15	1079000	A	1077000	A	1078000	A	314.18	A	314.15	A	314.17	A
USGS	08064550	2019-08-16	1078000	A	1077000	A	1077000	A	314.16	A	314.13	A	314.15	A
USGS	08064550	2019-08-17	1077000	A	1075000	A	1076000	A	314.14	A	314.10	A	314.12	A
USGS	08064550	2019-08-18	1076000	A	1074000	A	1075000	A	314.11	A	314.07	A	314.09	A
USGS	08064550	2019-08-19	1074000	A	1072000	A	1073000	A	314.08	A	314.03	A	314.05	A
USGS	08064550	2019-08-20	1073000	A	1071000	A	1072000	A	314.04	A	313.99	A	314.02	A
USGS	08064550	2019-08-21	1071000	A	1070000	A	1071000	A	314.01	A	313.97	A	313.99	A
USGS	08064550	2019-08-22	1070000	A	1068000	A	1069000	A	313.98	A	313.93	A	313.95	A
USGS	08064550	2019-08-23	1069000	A	1066000	A	1068000	A	313.95	A	313.88	A	313.92	A
